,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2017-03-03,142000,-6500,-4.38,147000,148000,141000,774281,110458431000,31279260018000,220276479
2017-03-02,148500,-1000,-0.67,149000,150500,148500,660227,98735474518,32711057131500,220276479
2017-02-28,149500,1000,0.67,148500,150000,146500,476960,71089164012,32931333610500,220276479
2017-02-27,148500,500,0.34,148500,149000,146500,183801,27239584000,32711057131500,220276479
2017-02-24,148000,2000,1.37,147000,148500,146500,248236,36645512048,32600918892000,220276479
2017-02-23,146000,-3500,-2.34,150500,150500,145000,790326,115831566600,32160365934000,220276479
2017-02-22,149500,-1500,-0.99,150000,151000,147000,423978,63203216000,32931333610500,220276479
2017-02-21,151000,1000,0.67,150000,151500,149000,324845,48902695000,33261748329000,220276479
2017-02-20,150000,-500,-0.33,149500,151000,149500,239916,36061214500,33041471850000,220276479
2017-02-17,150500,0,0.0,149500,151000,148000,484244,72757013000,33151610089500,220276479
2017-02-16,150500,5000,3.44,146500,151500,146500,991329,148927753000,33151610089500,220276479
2017-02-15,145500,5500,3.93,141500,146500,141500,682399,98637733000,32050227694500,220276479
2017-02-14,140000,500,0.36,140000,140500,139500,295126,41267804000,30838707060000,220276479
2017-02-13,139500,-1500,-1.06,141500,141500,139000,320997,44828110500,30728568820500,220276479
2017-02-10,141000,1000,0.71,141000,141500,139000,330000,46356122500,31058983539000,220276479
2017-02-09,140000,1000,0.72,139500,141000,137500,513611,71796453500,30838707060000,220276479
2017-02-08,139000,0,0.0,138500,139500,137000,415346,57493239500,30618430581000,220276479
2017-02-07,139000,2500,1.83,138000,140000,137500,395508,54895380500,30618430581000,220276479
2017-02-06,136500,-1000,-0.73,139000,139500,136000,293891,40279910000,30067739383500,220276479
2017-02-03,137500,1500,1.1,136500,139000,136000,453051,62266322632,30288015862500,220276479
2017-02-02,136000,-3500,-2.51,140000,140000,135500,610731,83607746000,29957601144000,220276479
2017-02-01,139500,0,0.0,140000,141000,139000,446549,62393845500,30728568820500,220276479
2017-01-31,139500,-3000,-2.11,141500,142500,139000,574213,80470954500,30728568820500,220276479
2017-01-26,142500,500,0.35,143500,143500,139500,632413,89809640000,31389398257500,220276479
2017-01-25,142000,-4500,-3.07,146500,147500,141500,749465,108337987985,31279260018000,220276479
2017-01-24,146500,-2500,-1.68,149500,149500,145500,518186,75960567345,32270504173500,220276479
2017-01-23,149000,-4000,-2.61,151500,152000,148500,424036,63438133076,32821195371000,220276479
2017-01-20,153000,1000,0.66,150500,153500,150000,310228,47340474500,33702301287000,220276479
2017-01-19,152000,-2000,-1.3,153000,153500,151000,255111,38767972538,33482024808000,220276479
2017-01-18,154000,500,0.33,153000,155500,151000,395088,60940977000,33922577766000,220276479
2017-01-17,153500,3000,1.99,150000,154000,149500,487662,74506434500,33812439526500,220276479
2017-01-16,150500,1500,1.01,148500,151000,148500,316413,47488848500,33151610089500,220276479
2017-01-13,149000,1000,0.68,149000,150000,148500,293211,43743378000,32821195371000,220276479
2017-01-12,148000,-500,-0.34,148000,151000,147500,433867,64587095000,32600918892000,220276479
2017-01-11,148500,-3500,-2.3,150500,150500,147500,675973,100631211705,32711057131500,220276479
2017-01-10,152000,1500,1.0,150500,153000,150500,411333,62606817744,33482024808000,220276479
2017-01-09,150500,-500,-0.33,151000,151500,149500,325146,48905479520,33151610089500,220276479
2017-01-06,151000,-2500,-1.63,152000,153000,149500,366091,55198493306,33261748329000,220276479
2017-01-05,153500,-500,-0.32,154000,154500,152000,391604,60046275528,33812439526500,220276479
2017-01-04,154000,1000,0.65,152500,155000,152000,601826,92914988630,33922577766000,220276479
2017-01-03,153000,3000,2.0,151000,154000,150000,723246,109970710416,33702301287000,220276479
2017-01-02,150000,4000,2.74,146000,150500,145500,545854,81356726476,33041471850000,220276479
2016-12-29,146000,2500,1.74,142500,146000,142000,381283,55246730000,32160365934000,220276479
2016-12-28,143500,-1000,-0.69,142500,144000,141500,377265,53912610544,31609674736500,220276479
2016-12-27,144500,0,0.0,144500,145000,144000,337224,48791976956,31829951215500,220276479
2016-12-26,144500,500,0.35,143500,145000,143500,206099,29749595000,31829951215500,220276479
2016-12-23,144000,2000,1.41,143000,144000,142000,357914,51221298500,31719812976000,220276479
2016-12-22,142000,-1500,-1.05,143000,143000,141000,334338,47474193000,31279260018000,220276479
2016-12-21,143500,0,0.0,144500,144500,142500,310188,44523172548,31609674736500,220276479
2016-12-20,143500,1500,1.06,141500,144000,141500,399511,57095572636,31609674736500,220276479
2016-12-19,142000,2500,1.79,140000,142500,139500,293868,41590084500,31279260018000,220276479
2016-12-16,139500,-2500,-1.76,141000,142000,139000,523767,73266518500,30728568820500,220276479
2016-12-15,142000,-1500,-1.05,142000,143000,141000,285737,40620748000,31279260018000,220276479
2016-12-14,143500,-1500,-1.03,144500,145000,142000,261384,37488752500,31609674736500,220276479
2016-12-13,145000,500,0.35,144500,145000,142500,283933,40980012000,31940089455000,220276479
2016-12-12,144500,500,0.35,146000,148000,143500,378077,54960230500,31829951215500,220276479
2016-12-09,144000,2000,1.41,142000,145000,141000,647418,92982923000,31719812976000,220276479
2016-12-08,142000,5500,4.03,138500,142000,138000,889649,125326391500,31279260018000,220276479
2016-12-07,136500,0,0.0,138000,138000,136500,279131,38303359500,30067739383500,220276479
2016-12-06,136500,2500,1.87,135500,137000,135000,374760,51048502500,30067739383500,220276479
2016-12-05,134000,500,0.37,134500,135500,133000,244209,32837090000,29517048186000,220276479
2016-12-02,133500,1500,1.14,134000,136000,133000,403575,54274135000,29406909946500,220276479
2016-12-01,132000,-1000,-0.75,133000,135500,132000,478362,63868123000,29076495228000,220276479
2016-11-30,133000,-1500,-1.12,133500,134500,132500,1188767,158283320500,29296771707000,220276479
2016-11-29,134500,-500,-0.37,133000,135500,133000,312216,41848952000,29627186425500,220276479
2016-11-28,135000,-1000,-0.74,135000,136000,133500,256341,34630685500,29737324665000,220276479
2016-11-25,136000,1000,0.74,135500,136000,134500,180033,24425718500,29957601144000,220276479
2016-11-24,135000,1000,0.75,133500,136000,133000,340767,46139340639,29737324665000,220276479
2016-11-23,134000,500,0.37,134500,135000,132500,292727,39291810500,29517048186000,220276479
2016-11-22,133500,0,0.0,133500,134500,132500,366844,49137898500,29406909946500,220276479
2016-11-21,133500,4000,3.09,130000,133500,129500,392922,51999280500,29406909946500,220276479
2016-11-18,129500,-2500,-1.89,131500,132000,129500,282286,36717920000,28525804030500,220276479
2016-11-17,132000,1000,0.76,131000,133000,131000,217101,28642546634,29076495228000,220276479
2016-11-16,131000,500,0.38,130500,133500,130000,379475,49973843500,28856218749000,220276479
2016-11-15,130500,-1500,-1.14,131500,132000,129500,416685,54374022000,28746080509500,220276479
2016-11-14,132000,500,0.38,132000,134000,131000,369913,49034737500,29076495228000,220276479
2016-11-11,131500,2500,1.94,130000,132000,130000,571291,75014203000,28966356988500,220276479
2016-11-10,129000,-5000,-3.73,135000,135000,129000,1253550,163923120500,28415665791000,220276479
2016-11-09,134000,-4500,-3.25,138000,140000,130500,1054746,142693607250,29517048186000,220276479
2016-11-08,138500,1500,1.09,137500,139500,137000,341446,47296995000,30508292341500,220276479
2016-11-07,137000,1000,0.74,137500,138000,136000,388228,53183312250,30177877623000,220276479
2016-11-04,136000,-500,-0.37,136500,137000,135500,345493,46995694000,29957601144000,220276479
2016-11-03,136500,-3000,-2.15,139500,140000,136000,520972,71530065000,30067739383500,220276479
2016-11-02,139500,-2000,-1.41,141000,141500,139500,655976,92100865500,30728568820500,220276479
2016-11-01,141500,1500,1.07,141000,141500,140000,436941,61686130500,31169121778500,220276479
2016-10-31,140000,-500,-0.36,139000,141000,139000,394472,55179300500,30838707060000,220276479
2016-10-28,140500,2500,1.81,138000,141500,137500,708752,99498635500,30948845299500,220276479
2016-10-27,138000,500,0.36,139000,139500,135500,503571,69249514500,30398154102000,220276479
2016-10-26,137500,-500,-0.36,137500,138500,135000,551856,75526182000,30288015862500,220276479
2016-10-25,138000,3500,2.6,135000,139500,134500,863431,118940959500,30398154102000,220276479
2016-10-24,134500,1000,0.75,134500,134500,133500,256889,34469946000,29627186425500,220276479
2016-10-21,133500,1500,1.14,132500,135000,132000,375157,50023352500,29406909946500,220276479
2016-10-20,132000,-1000,-0.75,133500,134000,131500,411425,54420959500,29076495228000,220276479
2016-10-19,133000,-1500,-1.12,134500,135500,132500,474445,63421340500,29296771707000,220276479
2016-10-18,134500,1500,1.13,133500,135500,132500,357363,48005232500,29627186425500,220276479
2016-10-17,133000,0,0.0,134500,136500,133000,552827,74112999000,29296771707000,220276479
2016-10-14,133000,-1000,-0.75,133500,135000,133000,385561,51468211500,29296771707000,220276479
2016-10-13,134000,-2500,-1.83,136500,137000,133500,444173,59793526500,29517048186000,220276479
2016-10-12,136500,2000,1.49,134500,137000,133500,418529,56977611500,30067739383500,220276479
2016-10-11,134500,1000,0.75,135000,135500,133500,355273,47693799772,29627186425500,220276479
2016-10-10,133500,-3000,-2.2,134000,135000,131000,687120,91757548000,29406909946500,220276479
2016-10-07,136500,-2500,-1.8,138500,139000,135500,449894,61478110000,30067739383500,220276479
2016-10-06,139000,-1000,-0.71,139000,140000,138500,271808,37760668000,30618430581000,220276479
2016-10-05,140000,1000,0.72,137500,140500,136500,549606,76268323000,30838707060000,220276479
2016-10-04,139000,3500,2.58,138500,141000,137500,707562,98676945090,30618430581000,220276479
2016-09-30,135500,-4000,-2.87,138500,139500,135000,617732,84444888000,29847462904500,220276479
2016-09-29,139500,1000,0.72,138500,139500,138000,473726,65842252500,30728568820500,220276479
2016-09-28,138500,-3000,-2.12,141000,141500,138000,513300,71244000500,30508292341500,220276479
2016-09-27,141500,1000,0.71,140000,142000,138500,451975,63484880000,31169121778500,220276479
2016-09-26,140500,-1500,-1.06,140500,141500,139000,444564,62232790500,30948845299500,220276479
2016-09-23,142000,4000,2.9,139500,142000,139000,595938,84125179000,31279260018000,220276479
2016-09-22,138000,0,0.0,138000,139500,137500,360424,49355297500,30398154102000,220276479
2016-09-21,138000,-500,-0.36,137500,138500,136500,464658,63975609500,30398154102000,220276479
2016-09-20,138500,1500,1.09,137000,139500,136500,517081,71502594500,30508292341500,220276479
2016-09-19,137000,-1500,-1.08,137000,139500,136000,536712,73737363000,30177877623000,220276479
2016-09-13,138500,0,0.0,140000,140500,138000,560421,77922045000,30508292341500,220276479
2016-09-12,138500,-1000,-0.72,138500,139500,137500,447847,62032610500,30508292341500,220276479
2016-09-09,139500,500,0.36,138000,140000,137500,430914,59904406500,30728568820500,220276479
2016-09-08,139000,0,0.0,139000,140000,136500,604332,83704923000,30618430581000,220276479
2016-09-07,139000,-500,-0.36,139500,140500,138000,515978,71910780500,30618430581000,220276479
2016-09-06,139500,500,0.36,138500,140000,138000,455216,63248463500,30728568820500,220276479
2016-09-05,139000,4000,2.96,136000,139000,136000,681920,93992703000,30618430581000,220276479
2016-09-02,135000,3500,2.66,132500,136500,132000,1129376,152470713000,29737324665000,220276479
2016-09-01,131500,-1500,-1.13,133000,133500,131500,572941,75581943886,28966356988500,220276479
2016-08-31,133000,500,0.38,132000,133500,131000,621524,82451127500,29296771707000,220276479
2016-08-30,132500,-1500,-1.12,133500,135000,132500,331306,44162692000,29186633467500,220276479
2016-08-29,134000,-1500,-1.11,134000,134500,133000,328229,43872009500,29517048186000,220276479
2016-08-26,135500,-1000,-0.73,136500,137000,135000,426273,57927989000,29847462904500,220276479
2016-08-25,136500,1000,0.74,136000,138000,134000,880226,119910840000,30067739383500,220276479
2016-08-24,135500,3000,2.26,132000,135500,131500,725511,97468660000,29847462904500,220276479
2016-08-23,132500,500,0.38,133000,134500,132000,421660,56066929500,29186633467500,220276479
2016-08-22,132000,-500,-0.38,132500,133000,131000,400250,52822481012,29076495228000,220276479
2016-08-19,132500,0,0.0,133000,134000,132000,375138,49817390000,29186633467500,220276479
2016-08-18,132500,-2500,-1.85,134500,135000,132000,501557,66624329850,29186633467500,220276479
2016-08-17,135000,2000,1.5,133500,135000,133000,456621,61281034621,29737324665000,220276479
2016-08-16,133000,-3000,-2.21,136000,137000,133000,564040,75597790000,29296771707000,220276479
2016-08-12,136000,1500,1.12,135000,136000,134500,441448,59855452000,29957601144000,220276479
2016-08-11,134500,500,0.37,134000,135000,133500,340296,45683270000,29627186425500,220276479
2016-08-10,134000,-2500,-1.83,135500,137000,134000,495316,67019290000,29517048186000,220276479
2016-08-09,136500,3500,2.63,135000,137000,134500,590729,80319574000,30067739383500,220276479
2016-08-08,133000,0,0.0,134000,134000,132000,367241,48868354852,29296771707000,220276479
2016-08-05,133000,2500,1.92,130500,133000,130500,432472,57032950000,29296771707000,220276479
2016-08-04,130500,-1500,-1.14,132500,133000,129500,552854,72094635000,28746080509500,220276479
2016-08-03,132000,-2000,-1.49,133000,134000,130500,393748,51985061000,29076495228000,220276479
2016-08-02,134000,-1500,-1.11,135500,135500,133000,383193,51403148500,29517048186000,220276479
2016-08-01,135500,3500,2.65,132500,136000,132500,510753,68791567000,29847462904500,220276479
2016-07-29,132000,-4000,-2.94,135000,136000,132000,698032,92926631144,29076495228000,220276479
2016-07-28,136000,-1000,-0.73,137500,138000,135000,451570,61446290500,29957601144000,220276479
2016-07-27,137000,1000,0.74,137000,137500,135000,450182,61518543000,30177877623000,220276479
2016-07-26,136000,500,0.37,135000,139500,134000,1125762,154711263000,29957601144000,220276479
2016-07-25,135500,6500,5.04,129500,136000,129500,1182857,158438163000,29847462904500,220276479
2016-07-22,129000,-1000,-0.77,130000,130500,129000,364418,47224855500,28415665791000,220276479
2016-07-21,130000,500,0.39,130000,131000,128500,459440,59548029000,28635942270000,220276479
2016-07-20,129500,-500,-0.38,129500,131000,129000,513880,66623447500,28525804030500,220276479
2016-07-19,130000,-2000,-1.52,131500,132000,130000,630163,82210653000,28635942270000,220276479
2016-07-18,132000,-1000,-0.75,133000,134000,131000,417748,55118969000,29076495228000,220276479
2016-07-15,133000,1500,1.14,132000,134000,132000,608594,80957865000,29296771707000,220276479
2016-07-14,131500,-4000,-2.95,134000,134500,131000,688220,90852389500,28966356988500,220276479
2016-07-13,135500,3500,2.65,133000,135500,132500,567236,76281878000,29847462904500,220276479
2016-07-12,132000,1000,0.76,131500,133000,131000,401323,52956918000,29076495228000,220276479
2016-07-11,131000,500,0.38,130500,132000,130500,395952,51965971853,28856218749000,220276479
2016-07-08,130500,-500,-0.38,131000,133000,129000,472095,61547847500,28746080509500,220276479
2016-07-07,131000,1000,0.77,131500,132500,130500,351312,46165361000,28856218749000,220276479
2016-07-06,130000,-5000,-3.7,134000,134500,129000,1098353,143777557000,28635942270000,220276479
2016-07-05,135000,-2000,-1.46,136500,137000,134500,389267,52673797000,29737324665000,220276479
2016-07-04,137000,0,0.0,138000,139500,137000,518981,71523188000,30177877623000,220276479
2016-07-01,137000,1500,1.11,136500,138000,136000,388387,53236816000,30177877623000,220276479
2016-06-30,135500,-3500,-2.52,138000,138500,135500,2700499,368799159250,29847462904500,220276479
2016-06-29,139000,0,0.0,140000,140000,137500,436045,60493642000,30618430581000,220276479
2016-06-28,139000,-2500,-1.77,141500,142000,138500,570526,79738704500,30618430581000,220276479
2016-06-27,141500,2000,1.43,141000,144000,139500,1031506,145808074000,31169121778500,220276479
2016-06-24,139500,-1500,-1.06,140500,142000,134500,901574,124664040500,30728568820500,220276479
2016-06-23,141000,1000,0.71,140500,141500,140000,273960,38532778000,31058983539000,220276479
2016-06-22,140000,2000,1.45,138500,141500,138500,413267,57956030000,30838707060000,220276479
2016-06-21,138000,1500,1.1,136500,139000,135500,353879,48713476500,30398154102000,220276479
2016-06-20,136500,2000,1.49,136000,138500,135500,305307,41798402000,30067739383500,220276479
2016-06-17,134500,0,0.0,136000,136500,133500,328695,44248931500,29627186425500,220276479
2016-06-16,134500,-1000,-0.74,135500,136000,133500,399199,53651497500,29627186425500,220276479
2016-06-15,135500,-3000,-2.17,138000,139500,135000,409607,55901270000,29847462904500,220276479
2016-06-14,138500,3000,2.21,135500,138500,135000,431039,59237282000,30508292341500,220276479
2016-06-13,135500,-3500,-2.52,138000,138500,135500,476958,65244659500,29847462904500,220276479
2016-06-10,139000,0,0.0,138500,140000,138000,350588,48792377500,30618430581000,220276479
2016-06-09,139000,-500,-0.36,139500,140500,137500,578177,80302668000,30618430581000,220276479
2016-06-08,139500,0,0.0,138500,141500,138500,598656,83742817500,30728568820500,220276479
2016-06-07,139500,1000,0.72,138500,139500,137500,608452,84254555500,30728568820500,220276479
2016-06-03,138500,500,0.36,138000,139500,137500,352778,48863916704,30508292341500,220276479
2016-06-02,138000,0,0.0,138500,139000,136500,419054,57869689000,30398154102000,220276479
2016-06-01,138000,-1500,-1.08,137500,138500,136500,507997,69855701000,30398154102000,220276479
2016-05-31,139500,3000,2.2,136500,139500,135000,1734508,240813308000,30728568820500,220276479
2016-05-30,136500,500,0.37,136000,137500,135000,474129,64632095268,30067739383500,220276479
2016-05-27,136000,1000,0.74,136000,136500,135000,346406,46952114320,29957601144000,220276479
2016-05-26,135000,0,0.0,136000,137000,134500,342299,46427122500,29737324665000,220276479
2016-05-25,135000,1500,1.12,134500,137000,134000,500528,67859181500,29737324665000,220276479
2016-05-24,133500,500,0.38,133000,135000,132000,355717,47548501000,29406909946500,220276479
2016-05-23,133000,1000,0.76,133000,134500,133000,310458,41473986000,29296771707000,220276479
2016-05-20,132000,-2500,-1.86,134000,135000,131500,462176,61273615000,29076495228000,220276479
2016-05-19,134500,1500,1.13,132500,136000,132500,389055,52320062000,29627186425500,220276479
2016-05-18,133000,-1500,-1.12,135000,135500,132000,630692,84056333158,29296771707000,220276479
2016-05-17,134500,-1000,-0.74,135500,136500,134500,314839,42628847000,29627186425500,220276479
2016-05-16,135500,500,0.37,136500,137500,135000,397771,53992445471,29847462904500,220276479
2016-05-13,135000,-1500,-1.1,136000,137500,135000,529746,71910102500,29737324665000,220276479
2016-05-12,136500,-2500,-1.8,138000,138500,136500,421047,57740055000,30067739383500,220276479
2016-05-11,139000,-500,-0.36,140500,142000,138500,284228,39638131500,30618430581000,220276479
2016-05-10,139500,4000,2.95,136500,140500,136500,346710,48288116000,30728568820500,220276479
2016-05-09,135500,-3500,-2.52,138500,139000,135500,482746,65971913000,29847462904500,220276479
2016-05-04,139000,-3500,-2.46,141500,142000,138500,807340,113213536500,30618430581000,220276479
2016-05-03,142500,0,0.0,143000,144000,142000,359029,51204771500,31389398257500,220276479
2016-05-02,142500,-1000,-0.7,142000,144000,141500,242036,34562376000,31389398257500,220276479
2016-04-29,143500,-4500,-3.04,146500,147500,142000,739237,106244390500,31609674736500,220276479
2016-04-28,148000,-1000,-0.67,148500,150500,147000,466520,69105690328,32600918892000,220276479
2016-04-27,149000,-4500,-2.93,152000,153000,148500,374037,56151920500,32821195371000,220276479
2016-04-26,153500,4000,2.68,149000,154000,149000,365930,55442553000,33812439526500,220276479
2016-04-25,149500,-1500,-0.99,151000,152000,149000,273343,40991505500,32931333610500,220276479
2016-04-22,151000,-3000,-1.95,152000,153500,150500,318972,48285434000,33261748329000,220276479
2016-04-21,154000,2500,1.65,152000,154500,152000,297646,45614282000,33922577766000,220276479
2016-04-20,151500,-1500,-0.98,153500,155000,151000,270230,41298560500,33371886568500,220276479
2016-04-19,153000,-1000,-0.65,155000,155000,152000,310407,47518832000,33702301287000,220276479
2016-04-18,154000,2500,1.65,150000,155000,150000,406339,62434286000,33922577766000,220276479
2016-04-15,151500,-500,-0.33,150500,152000,149000,297722,44860678500,33371886568500,220276479
2016-04-14,152000,3500,2.36,150000,152000,149500,496852,75064170000,33482024808000,220276479
2016-04-12,148500,2500,1.71,146000,150000,145000,361212,53468325000,32711057131500,220276479
2016-04-11,146000,0,0.0,147500,147500,145000,197423,28782465800,32160365934000,220276479
2016-04-08,146000,-500,-0.34,146000,146500,144000,339546,49355262000,32160365934000,220276479
2016-04-07,146500,2500,1.74,143500,146500,143500,366852,53261020500,32270504173500,220276479
2016-04-06,144000,-500,-0.35,144000,146000,144000,379789,54948221500,31719812976000,220276479
2016-04-05,144500,500,0.35,144000,145000,143500,292339,42208876500,31829951215500,220276479
2016-04-04,144000,-5500,-3.68,148500,149500,143500,767267,111153612500,31719812976000,220276479
2016-04-01,149500,-3000,-1.97,152500,152500,147500,604435,90258604858,32931333610500,220276479
2016-03-31,152500,-3000,-1.93,156000,156000,151500,575626,87802476000,33592163047500,220276479
2016-03-30,155500,500,0.32,156000,159000,155000,373060,58548585561,34252992484500,220276479
2016-03-29,155000,1000,0.65,155000,156000,153500,229075,35484730500,34142854245000,220276479
2016-03-28,154000,1000,0.65,153000,156500,152000,186865,28844120500,33922577766000,220276479
2016-03-25,153000,-2500,-1.61,154500,155500,152000,279961,42926231000,33702301287000,220276479
2016-03-24,155500,-2500,-1.58,156500,157000,154500,288522,44878323500,34252992484500,220276479
2016-03-23,158000,-1000,-0.63,159500,159500,157000,454762,71856282500,34803683682000,220276479
2016-03-22,159000,4500,2.91,155500,159000,155000,872121,137393820750,35023960161000,220276479
2016-03-21,154500,4000,2.66,151000,155000,149500,803657,123069250000,34032716005500,220276479
2016-03-18,150500,4000,2.73,148000,150500,147500,769047,115079109500,33151610089500,220276479
2016-03-17,146500,0,0.0,148000,148500,146000,492380,72486719500,32270504173500,220276479
2016-03-16,146500,-500,-0.34,147000,148000,145500,206136,30262274500,32270504173500,220276479
2016-03-15,147000,-1500,-1.01,148500,149000,146000,309077,45430504500,32380642413000,220276479
2016-03-14,148500,-500,-0.34,150000,150500,147000,362075,53727250500,32711057131500,220276479
2016-03-11,149000,1000,0.68,147500,150000,147500,408175,60714912000,32821195371000,220276479
2016-03-10,148000,-1500,-1.0,149000,150000,148000,690061,102507469500,32600918892000,220276479
2016-03-09,149500,1500,1.01,147000,149500,146500,452965,67191062440,32931333610500,220276479
2016-03-08,148000,1500,1.02,145000,149500,145000,366489,54141327500,32600918892000,220276479
2016-03-07,146500,-1000,-0.68,147500,147500,145500,317439,46423351500,32270504173500,220276479
2016-03-04,147500,0,0.0,146000,147500,143500,696287,101240459000,32490780652500,220276479
2016-03-03,147500,-2500,-1.67,151500,151500,146000,627810,92886614500,32490780652500,220276479
2016-03-02,150000,2500,1.69,150000,150000,148000,539821,80529836500,33041471850000,220276479
2016-02-29,147500,500,0.34,145500,149000,144500,570117,83905959500,32490780652500,220276479
2016-02-26,147000,0,0.0,148000,148000,144500,351408,51428563500,32380642413000,220276479
2016-02-25,147000,-2000,-1.34,149500,153000,145500,490265,72818302500,32380642413000,220276479
2016-02-24,149000,0,0.0,147500,150000,146500,191286,28410504500,32821195371000,220276479
2016-02-23,149000,1500,1.02,148000,149000,146500,250401,37062018500,32821195371000,220276479
2016-02-22,147500,-1500,-1.01,147500,148500,146000,273335,40347925500,32490780652500,220276479
2016-02-19,149000,2000,1.36,147000,151000,147000,477553,71187112500,32821195371000,220276479
2016-02-18,147000,0,0.0,147500,149000,145500,468798,68772828500,32380642413000,220276479
2016-02-17,147000,6000,4.26,142000,147500,141000,772996,112192530000,32380642413000,220276479
2016-02-16,141000,1500,1.08,139500,142500,137500,524822,73845357000,31058983539000,220276479
2016-02-15,139500,2500,1.82,137500,141500,135000,879160,122605730500,30728568820500,220276479
2016-02-12,137000,6000,4.58,131500,137500,131000,1264928,171514559500,30177877623000,220276479
2016-02-11,131000,-2500,-1.87,130500,132500,130500,688873,90552959500,28856218749000,220276479
2016-02-05,133500,1000,0.75,132000,133500,131000,513150,68186121000,29406909946500,220276479
2016-02-04,132500,3500,2.71,130000,132500,129500,600523,78680763500,29186633467500,220276479
2016-02-03,129000,-500,-0.39,127500,129500,126500,649021,83149709500,28415665791000,220276479
2016-02-02,129500,-3000,-2.26,131500,132500,129000,594441,77692527000,28525804030500,220276479
2016-02-01,132500,-500,-0.38,132000,132500,130500,689972,90675410500,29186633467500,220276479
2016-01-29,133000,-2000,-1.48,135000,136000,131000,990382,132185206000,29296771707000,220276479
2016-01-28,135000,-2000,-1.46,135500,136500,134500,480730,65189573500,29737324665000,220276479
2016-01-27,137000,1000,0.74,135500,137000,134500,702981,95885319000,30177877623000,220276479
2016-01-26,136000,-1500,-1.09,136500,137000,134500,564584,76659902000,29957601144000,220276479
2016-01-25,137500,-1500,-1.08,140000,140500,136000,543064,74568286000,30288015862500,220276479
2016-01-22,139000,2000,1.46,138000,140500,136500,551671,76381910000,30618430581000,220276479
2016-01-21,137000,500,0.37,136000,138000,135500,455723,62273889000,30177877623000,220276479
2016-01-20,136500,-3500,-2.5,139500,140000,135500,544330,74511341500,30067739383500,220276479
2016-01-19,140000,1000,0.72,138000,140000,136000,332956,46056347000,30838707060000,220276479
2016-01-18,139000,500,0.36,137500,140000,135500,400716,55460916500,30618430581000,220276479
2016-01-15,138500,-2500,-1.77,141000,142000,136500,568653,78687025500,30508292341500,220276479
2016-01-14,141000,500,0.36,138500,143500,136500,664829,93160879000,31058983539000,220276479
2016-01-13,140500,1000,0.72,140500,141500,139500,338336,47658671500,30948845299500,220276479
2016-01-12,139500,-500,-0.36,140500,141500,139000,386506,54126268500,30728568820500,220276479
2016-01-11,140000,3500,2.56,134500,140500,134000,542749,74734852500,30838707060000,220276479
2016-01-08,136500,-1000,-0.73,134500,138000,133500,888701,120708326500,30067739383500,220276479
2016-01-07,137500,-2500,-1.79,138500,140000,137500,586187,81097214000,30288015862500,220276479
2016-01-06,140000,-3500,-2.44,144000,145000,139000,769406,108592245500,30838707060000,220276479
2016-01-05,143500,-500,-0.35,143000,145000,142000,530496,76197803600,31609674736500,220276479
2016-01-04,144000,-5000,-3.36,147500,148000,143500,445332,64510089000,31719812976000,220276479
2015-12-30,149000,0,0.0,150000,150500,148500,254514,37966109500,32821195371000,220276479
2015-12-29,149000,-2000,-1.32,150000,150500,148000,281772,42051716500,32821195371000,220276479
2015-12-28,151000,-500,-0.33,151500,153500,151000,293396,44637274000,33261748329000,220276479
2015-12-24,151500,0,0.0,152500,153000,151000,345074,52583476000,33371886568500,220276479
2015-12-23,151500,-1500,-0.98,153500,154500,150500,697842,106227489000,33371886568500,220276479
2015-12-22,153000,1000,0.66,151500,153500,150500,483948,73779082000,33702301287000,220276479
2015-12-21,152000,-2000,-1.3,153000,153500,150500,295287,44841261500,33482024808000,220276479
2015-12-18,154000,-1500,-0.96,154000,156000,153500,405253,62663537500,33922577766000,220276479
2015-12-17,155500,2500,1.63,155000,156000,153500,465008,72046889500,34252992484500,220276479
2015-12-16,153000,1500,0.99,154000,154500,152000,467738,71750453500,33702301287000,220276479
2015-12-15,151500,1000,0.66,151500,152500,151000,322878,48990711500,33371886568500,220276479
2015-12-14,150500,2000,1.35,148000,152000,146500,599987,90176732500,33151610089500,220276479
2015-12-11,148500,-3000,-1.98,151000,152000,147000,527411,78352597500,32711057131500,220276479
2015-12-10,151500,0,0.0,151500,152500,150500,529564,80180780000,33371886568500,220276479
2015-12-09,151500,1500,1.0,151000,152500,147000,356645,53571399000,33371886568500,220276479
2015-12-08,150000,-500,-0.33,150000,152000,150000,239877,36157402500,33041471850000,220276479
2015-12-07,150500,-1000,-0.66,153000,153500,150500,282975,42841854000,33151610089500,220276479
2015-12-04,151500,-1500,-0.98,151500,152500,150000,476049,72109198300,33371886568500,220276479
2015-12-03,153000,1000,0.66,152000,153000,150500,283183,43066755500,33702301287000,220276479
2015-12-02,152000,-1000,-0.65,154000,155000,151500,251931,38499799500,33482024808000,220276479
2015-12-01,153000,5500,3.73,148500,153500,148500,565080,85795894500,33702301287000,220276479
2015-11-30,147500,-3500,-2.32,151000,153500,147500,1034066,153915934000,32490780652500,220276479
2015-11-27,151000,-1500,-0.98,152500,153500,151000,318362,48323986500,33261748329000,220276479
2015-11-26,152500,1000,0.66,153000,154000,152000,407572,62251337000,33592163047500,220276479
