,종가,대비,등락률,시가,고가,저가,거래량,거래대금,시가총액,상장주식수
2019-09-20,129500,500,0.39,128500,130500,128000,718752,93048836500,27670030216500,213668187
2019-09-19,129000,1500,1.18,127500,129000,126500,618746,79245661750,27563196123000,213668187
2019-09-18,127500,1500,1.19,126000,128500,125500,537604,68452206000,27242693842500,213668187
2019-09-17,126000,-2000,-1.56,127500,128000,125500,610086,76971970500,26922191562000,213668187
2019-09-16,128000,-1000,-0.78,128500,129500,126000,777956,99073672500,27349527936000,213668187
2019-09-11,129000,1000,0.78,128500,129000,127500,756459,97205874000,27563196123000,213668187
2019-09-10,128000,1000,0.79,127000,128500,126500,458487,58501354000,27349527936000,213668187
2019-09-09,127000,-500,-0.39,127500,128500,126000,378542,48049148500,27135859749000,213668187
2019-09-06,127500,-500,-0.39,128000,128500,126500,380856,48431988500,27242693842500,213668187
2019-09-05,128000,-500,-0.39,128000,129000,127000,478990,61283894500,27349527936000,213668187
2019-09-04,128500,0,0.0,128000,129000,127000,496326,63613280500,27456362029500,213668187
2019-09-03,128500,-2500,-1.91,131500,132000,127500,505454,65303938500,27456362029500,213668187
2019-09-02,131000,2500,1.95,128000,132000,127500,385326,50162825500,27990532497000,213668187
2019-08-30,128500,2000,1.58,127500,129000,127000,433515,55583451622,27456362029500,213668187
2019-08-29,126500,-1000,-0.78,127500,128000,126000,393472,49991259500,27029025655500,213668187
2019-08-28,127500,2500,2.0,128500,130500,127000,766622,98390335000,27242693842500,213668187
2019-08-27,125000,500,0.4,125000,126500,124000,1043657,130495324000,26708523375000,213668187
2019-08-26,124500,-1500,-1.19,124000,126000,123500,391828,49020949000,26601689281500,213668187
2019-08-23,126000,2000,1.61,123000,126000,123000,256322,32113595500,26922191562000,213668187
2019-08-22,124000,-1500,-1.2,126000,126500,124000,480559,59860507000,26494855188000,213668187
2019-08-21,125500,-1000,-0.79,126500,127500,124000,530685,66656592500,26815357468500,213668187
2019-08-20,126500,-1500,-1.17,127500,128500,125000,481643,60762830000,27029025655500,213668187
2019-08-19,128000,0,0.0,127500,129500,127500,242024,31070093000,27349527936000,213668187
2019-08-16,128000,500,0.39,126500,128000,125000,352114,44545711500,27349527936000,213668187
2019-08-14,127500,-1500,-1.16,130000,131500,127000,614128,79120008436,27242693842500,213668187
2019-08-13,129000,-2000,-1.53,129500,131000,129000,334053,43412988500,27563196123000,213668187
2019-08-12,131000,-1500,-1.13,131000,132500,130000,350563,46081776000,27990532497000,213668187
2019-08-09,132500,2500,1.92,131500,132500,129000,521574,68651966879,28311034777500,213668187
2019-08-08,130000,3000,2.36,129000,132500,128500,1303906,169851534500,27776864310000,213668187
2019-08-07,127000,1000,0.79,126500,129000,126500,752576,95819628000,27135859749000,213668187
2019-08-06,126000,-1500,-1.18,126000,127500,123000,762619,95703374500,26922191562000,213668187
2019-08-05,127500,0,0.0,127500,128000,125500,748862,94950536000,27242693842500,213668187
2019-08-02,127500,2000,1.59,126000,128500,124500,605798,77017302264,27242693842500,213668187
2019-08-01,125500,-1000,-0.79,126500,130000,125000,468797,59818661500,26815357468500,213668187
2019-07-31,126500,-1500,-1.17,126500,129000,126500,488189,62240758500,27029025655500,213668187
2019-07-30,128000,0,0.0,129000,129500,126500,321935,41139680000,27349527936000,213668187
2019-07-29,128000,-2500,-1.92,130000,131000,126500,464288,59478507500,27349527936000,213668187
2019-07-26,130500,-1000,-0.76,130500,132500,130000,394087,51685859000,27883698403500,213668187
2019-07-25,131500,-1000,-0.75,131500,133500,130000,613289,80425373500,28097366590500,213668187
2019-07-24,132500,500,0.38,131500,133500,131500,419148,55638286000,28311034777500,213668187
2019-07-23,132000,-1000,-0.75,133500,133500,128500,1128639,147746210500,28204200684000,213668187
2019-07-22,133000,-1500,-1.12,134000,135500,132000,608574,81357556000,28417868871000,213668187
2019-07-19,134500,500,0.37,135500,135500,132000,363374,48674446500,28738371151500,213668187
2019-07-18,134000,500,0.37,133000,134500,132500,355896,47471144500,28631537058000,213668187
2019-07-17,133500,500,0.38,133000,134500,132000,375651,50121086500,28524702964500,213668187
2019-07-16,133000,-5000,-3.62,139000,139000,132000,902923,120876676000,28417868871000,213668187
2019-07-15,138000,-1500,-1.08,139500,140000,137000,280032,38640096500,29486209806000,213668187
2019-07-12,139500,500,0.36,138500,142000,138000,549266,76924045000,29806712086500,213668187
2019-07-11,139000,2000,1.46,136500,140500,135000,1070266,147661516000,29699877993000,213668187
2019-07-10,137000,-500,-0.36,139000,140000,135500,567104,77761381000,29272541619000,213668187
2019-07-09,137500,-1000,-0.72,139500,141500,137000,435577,60616050000,29379375712500,213668187
2019-07-08,138500,-3000,-2.12,140500,142000,138000,339244,47476389000,29593043899500,213668187
2019-07-05,141500,2500,1.8,139000,142000,138500,338177,47637114000,30234048460500,213668187
2019-07-04,139000,3000,2.21,135500,139500,135000,305720,42091820500,29699877993000,213668187
2019-07-03,136000,-1000,-0.73,136000,138000,134000,582636,79397063500,29058873432000,213668187
2019-07-02,137000,-4000,-2.84,139500,140000,136500,444895,61162973000,29272541619000,213668187
2019-07-01,141000,1000,0.71,141500,142500,139500,328363,46191075000,30127214367000,213668187
2019-06-28,140000,-500,-0.36,140000,141000,139000,274397,38369741500,29913546180000,213668187
2019-06-27,140500,-1000,-0.71,141000,142500,139500,343337,48441831000,30020380273500,213668187
2019-06-26,141500,0,0.0,141000,142000,140000,239375,33809069000,30234048460500,213668187
2019-06-25,141500,-1000,-0.7,142500,142500,140500,294735,41638446500,30234048460500,213668187
2019-06-24,142500,2000,1.42,142000,143500,141500,287939,41035245000,30447716647500,213668187
2019-06-21,140500,0,0.0,140000,141000,139500,291573,40977481500,30020380273500,213668187
2019-06-20,140500,500,0.36,139500,141000,139000,259704,36370338500,30020380273500,213668187
2019-06-19,140000,-1000,-0.71,140500,141000,139000,303777,42578764000,29913546180000,213668187
2019-06-18,141000,1000,0.71,140500,141500,139500,222606,31296377000,30127214367000,213668187
2019-06-17,140000,-500,-0.36,140000,141500,139500,228663,32094471000,29913546180000,213668187
2019-06-14,140500,-500,-0.35,140000,142500,139500,339897,47804085000,30020380273500,213668187
2019-06-13,141000,0,0.0,140500,141500,137500,946951,132583386000,30127214367000,213668187
2019-06-12,141000,-2500,-1.74,143500,143500,139500,535905,75528251500,30127214367000,213668187
2019-06-11,143500,500,0.35,142500,143500,140500,362392,51563308000,30661384834500,213668187
2019-06-10,143000,3000,2.14,142000,143000,140000,468996,66627155500,30554550741000,213668187
2019-06-07,140000,-1000,-0.71,141500,142000,139500,492290,69112520628,29913546180000,213668187
2019-06-05,141000,2000,1.44,139500,142000,139000,608171,85466499330,30127214367000,213668187
2019-06-04,139000,500,0.36,137000,140500,137000,585901,81326296290,29699877993000,213668187
2019-06-03,138500,4000,2.97,134000,138500,132500,651551,88928721500,29593043899500,213668187
2019-05-31,134500,-1000,-0.74,134500,135000,131000,925504,123694978000,28738371151500,213668187
2019-05-30,135500,1500,1.12,132500,136500,132500,495640,66543557500,28952039338500,213668187
2019-05-29,134000,-2500,-1.83,135000,135500,131500,637263,85120663000,28631537058000,213668187
2019-05-28,136500,1500,1.11,135000,136500,133000,1209912,164030859500,29165707525500,213668187
2019-05-27,135000,4500,3.45,130000,135500,130000,716578,95962210000,28845205245000,213668187
2019-05-24,130500,3000,2.35,127000,130500,126000,649719,83905448950,27883698403500,213668187
2019-05-23,127500,500,0.39,129000,129500,126500,637184,81634053500,27242693842500,213668187
2019-05-22,127000,0,0.0,127000,129000,126000,381004,48457805750,27135859749000,213668187
2019-05-21,127000,-2000,-1.55,129000,129500,125000,733503,93189026500,27135859749000,213668187
2019-05-20,129000,3500,2.79,125500,129500,125500,825485,106224099500,27563196123000,213668187
2019-05-17,125500,-2000,-1.57,127000,128500,125000,298037,37706929000,26815357468500,213668187
2019-05-16,127500,-500,-0.39,133000,135000,127000,1005933,130611722500,27242693842500,213668187
2019-05-15,128000,0,0.0,127500,130000,125500,494972,63212993000,27349527936000,213668187
2019-05-14,128000,-1000,-0.78,128500,129500,127000,442314,56730051500,27349527936000,213668187
2019-05-13,129000,-1000,-0.77,128000,131000,128000,384073,49709271500,27563196123000,213668187
2019-05-10,130000,-1000,-0.76,131500,134000,128000,544413,70936538000,27776864310000,213668187
2019-05-09,131000,-4500,-3.32,135000,135500,131000,810123,107469860500,27990532497000,213668187
2019-05-08,135500,-500,-0.37,134500,136000,134000,424168,57468649000,28952039338500,213668187
2019-05-07,136000,-1500,-1.09,134500,137000,134000,545860,74086637600,29058873432000,213668187
2019-05-03,137500,-1000,-0.72,137500,138500,136500,430867,59371579500,29379375712500,213668187
2019-05-02,138500,0,0.0,138000,140500,137000,430420,59892616500,29593043899500,213668187
2019-04-30,138500,-500,-0.36,139500,140500,138000,623895,86758552500,29593043899500,213668187
2019-04-29,139000,3500,2.58,136500,139500,136500,758885,105162567000,29699877993000,213668187
2019-04-26,135500,-2500,-1.81,138000,138500,134500,657701,89695705521,28952039338500,213668187
2019-04-25,138000,-500,-0.36,138500,139000,136500,598551,82498863000,29486209806000,213668187
2019-04-24,138500,2500,1.84,139000,140000,136000,1394398,192898862112,29593043899500,213668187
2019-04-23,136000,2000,1.49,134000,137000,133000,480332,65156322500,29058873432000,213668187
2019-04-22,134000,0,0.0,133000,134500,132000,231200,30827334000,28631537058000,213668187
2019-04-19,134000,0,0.0,135000,135500,133000,335516,45010003000,28631537058000,213668187
2019-04-18,134000,3000,2.29,133500,137000,132500,1523085,205680927500,28631537058000,213668187
2019-04-17,131000,2500,1.95,128500,131000,127500,535629,69723496500,27990532497000,213668187
2019-04-16,128500,3000,2.39,126500,130500,125500,753845,96898339303,27456362029500,213668187
2019-04-15,125500,-1000,-0.79,126000,127000,125000,222997,28095534500,26815357468500,213668187
2019-04-12,126500,-1500,-1.17,127000,128000,125500,286762,36224798000,27029025655500,213668187
2019-04-11,128000,500,0.39,127500,128000,125500,551990,70245993000,27349527936000,213668187
2019-04-10,127500,500,0.39,126500,128500,126500,349261,44488465500,27242693842500,213668187
2019-04-09,127000,-1000,-0.78,125500,128000,125500,317656,40300979500,27135859749000,213668187
2019-04-08,128000,2000,1.59,126500,128500,125500,455205,58038991500,27349527936000,213668187
2019-04-05,126000,2500,2.02,124500,126500,124000,468793,58951454000,26922191562000,213668187
2019-04-04,123500,-500,-0.4,123000,125000,122500,464644,57514153500,26388021094500,213668187
2019-04-03,124000,5000,4.2,118500,124000,118000,651778,79516325500,26494855188000,213668187
2019-04-02,119000,-1500,-1.24,119500,120000,117500,374423,44459295000,25426514253000,213668187
2019-04-01,120500,1000,0.84,120000,121000,119000,363959,43797875448,25747016533500,213668187
2019-03-29,119500,0,0.0,120000,122000,119000,432923,51987242000,25533348346500,213668187
2019-03-28,119500,1000,0.84,118500,120000,118000,304740,36295793500,25533348346500,213668187
2019-03-27,118500,0,0.0,118500,119500,118000,236825,28152131500,25319680159500,213668187
2019-03-26,118500,-1500,-1.25,120000,121000,118500,463924,55430964000,25319680159500,213668187
2019-03-25,120000,-3500,-2.83,121000,122000,119000,458292,55139754500,25640182440000,213668187
2019-03-22,123500,-1000,-0.8,124000,125500,121500,486194,59883512500,26388021094500,213668187
2019-03-21,124500,500,0.4,124000,126000,122500,321599,39871775000,26601689281500,213668187
2019-03-20,124000,0,0.0,123000,124000,121000,316345,39014613000,26494855188000,213668187
2019-03-19,124000,0,0.0,124000,125000,123000,303901,37687147500,26494855188000,213668187
2019-03-18,124000,3000,2.48,122000,124000,121500,383652,47254251000,26494855188000,213668187
2019-03-15,121000,2000,1.68,119000,122000,118000,877363,105858092500,25853850627000,213668187
2019-03-14,119000,-3500,-2.86,124000,124000,117000,1326511,157429711000,25426514253000,213668187
2019-03-13,122500,-3000,-2.39,126000,126000,120500,797741,97502387500,26174352907500,213668187
2019-03-12,125500,4500,3.72,121500,125500,121500,621289,77323893250,26815357468500,213668187
2019-03-11,121000,1000,0.83,121000,121500,119000,281873,33948856000,25853850627000,213668187
2019-03-08,120000,-5500,-4.38,125000,125000,120000,467762,56864803500,25640182440000,213668187
2019-03-07,125500,1000,0.8,126500,129000,123000,791500,99224689000,26815357468500,213668187
2019-03-06,124500,3000,2.47,122500,126500,121500,599316,74732540000,26601689281500,213668187
2019-03-05,121500,-500,-0.41,121500,122000,119500,428825,51691934500,25960684720500,213668187
2019-03-04,122000,-4500,-3.56,125000,126000,121000,937284,114712970000,26067518814000,213668187
2019-02-28,126500,-2500,-1.94,127500,129000,126000,946738,120587896500,27029025655500,213668187
2019-02-27,129000,6500,5.31,128000,130000,126000,1233285,157974831500,27563196123000,213668187
2019-02-26,122500,1500,1.24,121500,124000,121500,781497,95979202500,26174352907500,213668187
2019-02-25,121000,0,0.0,120500,122500,120000,314081,38029189500,25853850627000,213668187
2019-02-22,121000,1000,0.83,119500,121500,119500,353516,42763409000,25853850627000,213668187
2019-02-21,120000,1000,0.84,118500,121000,118500,588691,70790279000,25640182440000,213668187
2019-02-20,119000,-500,-0.42,119500,121500,119000,735087,88159585500,25426514253000,213668187
2019-02-19,119500,-1000,-0.83,119500,120500,119000,470357,56216206000,25533348346500,213668187
2019-02-18,120500,-500,-0.41,121000,122000,118500,557734,67044519500,25747016533500,213668187
2019-02-15,121000,-500,-0.41,121000,121500,120000,446734,54074143000,25853850627000,213668187
2019-02-14,121500,-3000,-2.41,123500,124000,119500,1072937,129587060500,25960684720500,213668187
2019-02-13,124500,-4000,-3.11,128500,128500,124000,620173,77942802500,26601689281500,213668187
2019-02-12,128500,1000,0.78,129000,129000,126500,443035,56812181500,27456362029500,213668187
2019-02-11,127500,2000,1.59,126000,129000,126000,425879,54325591000,27242693842500,213668187
2019-02-08,125500,-500,-0.4,125500,126500,124500,365392,45988751000,26815357468500,213668187
2019-02-07,126000,-3500,-2.7,128500,129000,125500,530165,67295907500,26922191562000,213668187
2019-02-01,129500,0,0.0,129500,130000,128500,392755,50881031500,27670030216500,213668187
2019-01-31,129500,0,0.0,130000,131000,128500,509642,66073780500,27670030216500,213668187
2019-01-30,129500,1500,1.17,128500,129500,126500,463542,59581091470,27670030216500,213668187
2019-01-29,128000,1500,1.19,126500,128500,126000,445671,56939066000,27349527936000,213668187
2019-01-28,126500,-2000,-1.56,128500,130000,125500,541428,68676537000,27029025655500,213668187
2019-01-25,128500,-1500,-1.15,127500,130000,127500,535338,68895773500,27456362029500,213668187
2019-01-24,130000,1000,0.78,128000,130000,124500,778826,99880381000,27776864310000,213668187
2019-01-23,129000,1500,1.18,128000,130000,127000,422209,54450345608,27563196123000,213668187
2019-01-22,127500,500,0.39,126500,128000,125000,446263,56418274500,27242693842500,213668187
2019-01-21,127000,-4000,-3.05,132000,132000,126500,657273,84459208500,27135859749000,213668187
2019-01-18,131000,1500,1.16,129500,131500,129500,556106,72713698500,27990532497000,213668187
2019-01-17,129500,1000,0.78,128500,130000,127500,513711,66247137500,27670030216500,213668187
2019-01-16,128500,1000,0.78,127000,129000,126000,397335,50688177500,27456362029500,213668187
2019-01-15,127500,6000,4.94,121000,128000,120500,828015,104572972500,27242693842500,213668187
2019-01-14,121500,-1500,-1.22,122500,124000,121000,297709,36267408000,25960684720500,213668187
2019-01-11,123000,0,0.0,123000,124500,122000,440529,54188595250,26281187001000,213668187
2019-01-10,123000,0,0.0,121500,123000,119500,648837,79044611000,26281187001000,213668187
2019-01-09,123000,3500,2.93,119000,124000,119000,846392,103424408500,26281187001000,213668187
2019-01-08,119500,-1000,-0.83,121500,123500,118500,582117,69683905000,25533348346500,213668187
2019-01-07,120500,1000,0.84,121000,121500,119500,428416,51588956000,25747016533500,213668187
2019-01-04,119500,3000,2.58,116000,123000,116000,1326978,160184770000,25533348346500,213668187
2019-01-03,116500,2500,2.19,113000,118500,113000,608591,71200837500,24892343785500,213668187
2019-01-02,114000,-4500,-3.8,117500,118000,113500,565493,65112405500,24358173318000,213668187
2018-12-28,118500,0,0.0,118500,120000,117500,398062,47289560500,25319680159500,213668187
2018-12-27,118500,-1500,-1.25,118000,120000,117500,458613,54529979000,25319680159500,213668187
2018-12-26,120000,-3000,-2.44,121500,122000,118500,550552,66075410000,25640182440000,213668187
2018-12-24,123000,500,0.41,122000,124000,121500,301455,37113745500,26281187001000,213668187
2018-12-21,122500,1000,0.82,120500,122500,119500,643918,78512115500,26174352907500,213668187
2018-12-20,121500,-1500,-1.22,121500,124500,120500,682779,83684515326,25960684720500,213668187
2018-12-19,123000,5000,4.24,118500,123500,118500,841175,102074507500,26281187001000,213668187
2018-12-18,118000,1500,1.29,117500,120000,116000,889260,105259141000,25212846066000,213668187
2018-12-17,116500,0,0.0,115000,118500,112500,602835,69345391000,24892343785500,213668187
2018-12-14,116500,-2000,-1.69,119000,120000,115000,534429,62704131500,24892343785500,213668187
2018-12-13,118500,0,0.0,116500,120000,116500,1093587,129608877000,25319680159500,213668187
2018-12-12,118500,7000,6.28,111500,121500,111000,1558536,184993177720,25319680159500,213668187
2018-12-11,111500,1000,0.9,109500,112500,108500,372363,41100711500,23824002850500,213668187
2018-12-10,110500,-500,-0.45,108500,111000,108500,367098,40415995500,23610334663500,213668187
2018-12-07,111000,500,0.45,110000,112000,109500,566780,62793931315,23717168757000,213668187
2018-12-06,110500,3000,2.79,107500,112500,106000,896541,99357641000,23610334663500,213668187
2018-12-05,107500,0,0.0,106000,108500,106000,519108,55850891500,22969330102500,213668187
2018-12-04,107500,-1000,-0.92,108500,108500,105500,612079,65463463228,22969330102500,213668187
2018-12-03,108500,1500,1.4,108500,109000,106500,723565,78386090517,23182998289500,213668187
2018-11-30,107000,7000,7.0,103000,108000,102500,3017114,320622891000,22862496009000,213668187
2018-11-29,100000,-1000,-0.99,102000,103000,99100,811011,81710222300,21366818700000,213668187
2018-11-28,101000,0,0.0,100500,101500,99800,602728,60523148878,21580486887000,213668187
2018-11-27,101000,5900,6.2,95900,101500,95800,1436195,142786228663,21580486887000,213668187
2018-11-26,95100,1400,1.49,93600,95800,93500,663188,63090694300,20319844583700,213668187
2018-11-23,93700,900,0.97,92800,94000,92600,558490,52133868200,20020709121900,213668187
2018-11-22,92800,-5000,-5.11,98000,98000,92500,1527106,143743787100,19828407753600,213668187
2018-11-21,97800,300,0.31,96500,97900,95800,883111,85557251172,20896748688600,213668187
2018-11-20,97500,-4000,-3.94,101000,101000,97100,1295271,127403430900,20832648232500,213668187
2018-11-19,101500,-1500,-1.46,103000,103500,101000,555495,56513838500,21687320980500,213668187
2018-11-16,103000,0,0.0,104000,104500,102000,361507,37129487500,22007823261000,213668187
2018-11-15,103000,1500,1.48,101000,103500,100500,449187,45804379500,22007823261000,213668187
2018-11-14,101500,-1000,-0.98,103500,104500,100500,637102,65008728000,21687320980500,213668187
2018-11-13,102500,500,0.49,99900,102500,99600,397209,40162015800,21900989167500,213668187
2018-11-12,102000,-3000,-2.86,105000,105500,100500,792697,80935370500,21794155074000,213668187
2018-11-09,105000,-500,-0.47,106000,110000,104500,668003,71382476500,22435159635000,213668187
2018-11-08,105500,-2000,-1.86,109000,109000,105500,588487,62876014000,22541993728500,213668187
2018-11-07,107500,0,0.0,106500,108000,105500,619311,66087321000,22969330102500,213668187
2018-11-06,107500,3500,3.37,105000,108500,104500,775343,82931245500,22969330102500,213668187
2018-11-05,104000,-6000,-5.45,107000,107500,103500,921610,96378174402,22221491448000,213668187
2018-11-02,110000,1500,1.38,107000,110500,106500,586857,63780361000,23503500570000,213668187
2018-11-01,108500,2000,1.88,106500,109000,104500,487868,52212359000,23182998289500,213668187
2018-10-31,106500,-1000,-0.93,106500,107000,103500,752213,79039146750,22755661915500,213668187
2018-10-30,107500,1500,1.42,106500,109500,106000,429587,46465166500,22969330102500,213668187
2018-10-29,106000,-2000,-1.85,106000,108500,104000,876545,92563469129,22648827822000,213668187
2018-10-26,108000,-2000,-1.82,110000,113000,107500,867074,95606496500,23076164196000,213668187
2018-10-25,110000,-7000,-5.98,116000,116000,102500,1633392,178785177600,23503500570000,213668187
2018-10-24,117000,500,0.43,117500,118500,116000,776694,91104151325,24999177879000,213668187
2018-10-23,116500,-1500,-1.27,117000,118000,114000,575347,66510769500,24892343785500,213668187
2018-10-22,118000,2500,2.16,115000,118000,114500,378176,43780083000,25212846066000,213668187
2018-10-19,115500,-500,-0.43,114500,117500,114000,493067,56927357490,24678675598500,213668187
2018-10-18,116000,-2500,-2.11,118000,118500,114000,708181,81827466500,24785509692000,213668187
2018-10-17,118500,2000,1.72,117500,119500,116500,385112,45603104500,25319680159500,213668187
2018-10-16,116500,3000,2.64,114000,117500,113500,503295,58492904000,24892343785500,213668187
2018-10-15,113500,-2000,-1.73,116500,117000,111500,697689,79014444000,24251339224500,213668187
2018-10-12,115500,-500,-0.43,115500,118000,114500,672541,77931654500,24678675598500,213668187
2018-10-11,116000,-4000,-3.33,118500,120500,116000,701523,82578912412,24785509692000,213668187
2018-10-10,120000,-2000,-1.64,122500,123000,119500,536984,64795088324,25640182440000,213668187
2018-10-08,122000,-2500,-2.01,123500,124000,121500,386710,47257105000,26067518814000,213668187
2018-10-05,124500,0,0.0,126000,126000,123000,284015,35400939500,26601689281500,213668187
2018-10-04,124500,-4000,-3.11,128500,129000,122500,671140,83451319500,26601689281500,213668187
2018-10-02,128500,-500,-0.39,128500,129500,128000,215297,27691931250,27456362029500,213668187
2018-10-01,129000,-500,-0.39,130000,130000,128500,233662,30163404000,27563196123000,213668187
2018-09-28,129500,-1000,-0.77,130000,130500,128000,295867,38228234000,27670030216500,213668187
2018-09-27,130500,1500,1.16,130000,130500,128500,465760,60446826000,27883698403500,213668187
2018-09-21,129000,0,0.0,131000,131000,127500,765535,98804046495,27563196123000,213668187
2018-09-20,129000,2500,1.98,126500,130000,126000,378436,48767981211,27563196123000,213668187
2018-09-19,126500,-1500,-1.17,128500,129000,125500,420484,53275276000,27029025655500,213668187
2018-09-18,128000,-500,-0.39,128500,130000,128000,368661,47386935699,27349527936000,213668187
2018-09-17,128500,-1000,-0.77,129000,129500,128000,305158,39286434000,27456362029500,213668187
2018-09-14,129500,1000,0.78,129500,131000,129000,259936,33702697000,27670030216500,213668187
2018-09-13,128500,-1000,-0.77,130500,130500,128000,411245,52991746000,27456362029500,213668187
2018-09-12,129500,1500,1.17,128500,131000,128000,340635,44125935500,27670030216500,213668187
2018-09-11,128000,-3000,-2.29,130000,130500,128000,514468,66186920500,27349527936000,213668187
2018-09-10,131000,-2000,-1.5,131500,133500,130000,320236,42077506000,27990532497000,213668187
2018-09-07,133000,-1000,-0.75,136000,137000,131500,793026,106359073250,28417868871000,213668187
2018-09-06,134000,5000,3.88,130000,136000,130000,935048,124905380000,28631537058000,213668187
2018-09-05,129000,2500,1.98,126500,131000,126500,871735,112827357000,27563196123000,213668187
2018-09-04,126500,1500,1.2,125500,127000,124500,297393,37489997000,27029025655500,213668187
2018-09-03,125000,0,0.0,124500,126000,123500,264041,32944553500,26708523375000,213668187
2018-08-31,125000,1500,1.21,124000,126000,123000,529278,66059761232,26708523375000,213668187
2018-08-30,123500,-500,-0.4,124000,125000,123000,385998,47799276420,26388021094500,213668187
2018-08-29,124000,-1000,-0.8,125000,125000,123500,309579,38389468300,26494855188000,213668187
2018-08-28,125000,1000,0.81,125000,127000,124000,402853,50351145699,26708523375000,213668187
2018-08-27,124000,-500,-0.4,125000,125500,123500,226756,28089208000,26494855188000,213668187
2018-08-24,124500,0,0.0,123500,124500,123000,232363,28791158000,26601689281500,213668187
2018-08-23,124500,-1500,-1.19,125500,126000,123000,229027,28463514500,26601689281500,213668187
2018-08-22,126000,500,0.4,125500,127000,124500,329800,41355840000,26922191562000,213668187
2018-08-21,125500,-2000,-1.57,127000,127500,124000,339831,42590672000,26815357468500,213668187
2018-08-20,127500,1000,0.79,127500,128000,126000,310969,39598070000,27242693842500,213668187
2018-08-17,126500,0,0.0,125500,127000,125000,207735,26221504500,27029025655500,213668187
2018-08-16,126500,3500,2.85,122000,127000,122000,561446,70269589345,27029025655500,213668187
2018-08-14,123000,-500,-0.4,124500,125000,122500,291859,35999356500,26281187001000,213668187
2018-08-13,123500,-2500,-1.98,125000,126000,123000,319273,39606410000,26388021094500,213668187
2018-08-10,126000,0,0.0,126000,127000,124500,194355,24452093500,26922191562000,213668187
2018-08-09,126000,-1500,-1.18,126500,127500,125500,532068,67090316500,26922191562000,213668187
2018-08-08,127500,2500,2.0,125500,129500,125500,816582,104410296500,27242693842500,213668187
2018-08-07,125000,500,0.4,124000,126000,123500,285278,35595922617,26708523375000,213668187
2018-08-06,124500,500,0.4,124500,126000,124000,317150,39531240293,26601689281500,213668187
2018-08-03,124000,-1500,-1.2,124000,125500,124000,468331,58200894400,27314283396000,220276479
2018-08-02,125500,-3000,-2.33,128000,128500,124000,425332,53403439000,27644698114500,220276479
2018-08-01,128500,-1000,-0.77,130000,130500,128000,244440,31487301000,28305527551500,220276479
2018-07-31,129500,-1000,-0.77,131000,131000,128500,306556,39638220500,28525804030500,220276479
2018-07-30,130500,1000,0.77,129000,131000,128500,179748,23452947000,28746080509500,220276479
2018-07-27,129500,-500,-0.38,129500,131500,129000,365369,47543614500,28525804030500,220276479
2018-07-26,130000,-500,-0.38,131000,131500,128000,484321,62746731500,28635942270000,220276479
2018-07-25,130500,1000,0.77,130000,130500,129000,305338,39689762000,28746080509500,220276479
2018-07-24,129500,0,0.0,129500,130000,126500,479217,61374138000,28525804030500,220276479
2018-07-23,129500,2500,1.97,127500,131000,127000,660426,85642659500,28525804030500,220276479
2018-07-20,127000,3000,2.42,124500,128500,122500,463776,58558001000,27975112833000,220276479
2018-07-19,124000,0,0.0,125000,125500,123500,359064,44654162500,27314283396000,220276479
2018-07-18,124000,-2500,-1.98,127000,128500,124000,325090,40706543750,27314283396000,220276479
2018-07-17,126500,500,0.4,126000,129000,125000,436989,55567310928,27864974593500,220276479
2018-07-16,126000,3500,2.86,122500,127500,122500,494043,62312267000,27754836354000,220276479
2018-07-13,122500,-500,-0.41,123500,125000,122000,306680,37827267500,26983868677500,220276479
2018-07-12,123000,1500,1.23,121500,125000,121000,613187,75584619500,27094006917000,220276479
2018-07-11,121500,-2000,-1.62,121000,123000,120500,384762,46701557000,26763592198500,220276479
2018-07-10,123500,-1000,-0.8,123500,125500,122500,328075,40617474500,27204145156500,220276479
2018-07-09,124500,1000,0.81,124000,125000,122500,303024,37698783204,27424421635500,220276479
2018-07-06,123500,2000,1.65,122500,126000,122500,658197,81800421316,27204145156500,220276479
2018-07-05,121500,2000,1.67,119000,122000,118000,845590,101362170250,26763592198500,220276479
2018-07-04,119500,-2500,-2.05,120500,122500,118000,510210,61096958500,26323039240500,220276479
2018-07-03,122000,-1500,-1.21,125500,125500,119500,556533,67701727500,26873730438000,220276479
2018-07-02,123500,-2000,-1.59,125000,125500,123000,428578,53016589000,27204145156500,220276479
2018-06-29,125500,500,0.4,124500,126000,123500,496503,62032030500,27644698114500,220276479
2018-06-28,125000,-2500,-1.96,126000,126500,123000,1101059,137849139787,27534559875000,220276479
2018-06-27,127500,-2000,-1.54,129000,130500,125500,935679,120132666000,28085251072500,220276479
2018-06-26,129500,500,0.39,128000,131000,127500,703936,91257258666,28525804030500,220276479
2018-06-25,129000,-1000,-0.77,129500,130000,128000,563769,72732035650,28415665791000,220276479
2018-06-22,130000,3000,2.36,126000,131000,125000,716503,92245648766,28635942270000,220276479
2018-06-21,127000,-2500,-1.93,129500,130500,127000,608003,77799408000,27975112833000,220276479
2018-06-20,129500,-2000,-1.52,130500,131500,129000,595333,77342423593,28525804030500,220276479
2018-06-19,131500,-3500,-2.59,134000,135000,131000,781548,103566257130,28966356988500,220276479
2018-06-18,135000,1000,0.75,134500,136500,134500,497745,67297783000,29737324665000,220276479
2018-06-15,134000,-1000,-0.74,136000,136500,133000,762750,102805168319,29517048186000,220276479
