년월,지역코드,출/입,10대남성 유입인구,20대남성 유입인구,30대남성 유입인구,40대남성 유입인구,50대남성 유입인구,60대남성 유입인구,70대남성 유입인구,10대여성 유입인구,20대여성 유입인구,30대여성 유입인구,40대여성 유입인구,50대여성 유입인구,60대여성 유입인구,70대여성 유입인구
202010,47820,입,0.24,0.0,0.17,1.55,2.12,1.17,0.42,0.15,0.57,0.07,1.03,0.27,0.12,0.0
202010,47830,입,0.0,0.0,2.14,1.14,0.61,0.05,0.13,0.23,0.0,1.72,0.54,0.72,0.54,0.11
202011,11560,입,5.7,31.0,46.55,55.5,72.11,32.3,9.75,6.62,23.38,19.92,15.26,26.38,16.52,6.18
202011,11590,입,8.61,37.29,39.95,60.69,70.2,32.37,11.17,8.09,27.62,21.26,24.96,37.77,16.56,7.34
202011,30110,입,11.43,24.02,24.98,26.95,20.67,7.38,2.07,14.5,18.3,5.93,6.54,9.01,3.49,2.0
202011,30140,입,10.01,6.32,16.96,26.18,24.91,14.2,4.46,4.53,8.11,4.75,5.68,8.61,3.61,3.69
202011,30170,입,13.62,27.93,31.89,43.48,36.6,16.74,2.88,6.58,25.98,16.43,17.74,14.56,4.1,3.53
202010,45210,입,1.97,3.52,2.24,4.28,3.99,5.82,2.07,4.87,0.27,1.43,0.53,0.66,2.16,1.51
202010,45710,입,1.7,6.9,4.32,6.84,7.06,4.09,1.03,1.16,1.62,1.89,0.96,1.3,0.59,1.79
202010,45720,입,0.37,0.19,0.14,1.48,1.3,2.27,0.14,0.0,0.0,0.22,0.62,0.59,0.58,0.2
202010,45730,입,0.0,0.77,0.76,2.27,2.78,0.65,0.31,0.12,0.75,0.09,0.39,1.41,0.72,1.62
202010,47840,입,0.0,2.13,0.0,1.92,3.14,0.44,0.06,0.0,0.0,0.0,0.1,0.33,0.13,0.11
202010,47850,입,5.71,2.55,7.06,11.71,8.13,2.13,0.28,0.79,1.84,1.12,1.0,1.39,0.43,0.84
202010,47900,입,0.22,1.51,1.57,1.27,1.87,1.49,0.25,0.0,0.06,1.57,0.1,0.87,0.49,0.89
202011,11620,입,9.55,55.2,64.43,66.42,68.24,41.17,10.86,17.94,44.94,31.42,33.91,33.52,23.92,8.66
202011,11650,입,14.77,22.85,54.84,97.48,101.75,76.81,23.7,23.14,25.88,36.45,39.89,54.83,30.75,9.39
202011,11680,입,21.19,35.84,65.98,105.24,134.97,65.51,22.16,16.07,40.0,44.67,47.44,57.53,41.84,12.1
202011,41220,입,873.72,1092.33,1663.46,1956.36,1717.77,762.19,273.45,848.48,931.11,1268.64,1716.01,1363.27,563.02,250.4
202011,41250,입,1.23,2.95,3.8,9.72,12.3,3.42,3.07,8.84,5.0,4.02,1.76,1.43,0.77,1.23
202010,45740,입,0.0,0.09,0.17,0.69,0.98,0.22,0.48,0.08,0.37,0.18,0.18,0.0,0.15,0.25
202010,45750,입,0.2,1.93,3.23,2.13,1.43,0.15,0.06,0.0,0.3,0.23,0.39,0.0,0.39,0.79
202010,45770,입,0.11,0.13,0.26,0.29,0.36,0.62,0.16,0.0,0.0,0.06,0.05,0.72,0.34,0.0
202010,47920,입,0.9,0.46,2.84,0.39,2.3,1.06,0.92,0.03,0.13,0.27,0.56,1.75,0.86,0.79
202010,47930,입,0.0,1.82,1.93,1.7,0.93,0.13,0.3,0.12,0.09,0.68,0.4,1.34,0.12,0.43
202010,47940,입,0.0,0.0,0.06,0.12,0.15,0.0,0.08,0.0,0.0,0.0,0.0,0.2,0.0,0.0
202011,11710,입,18.61,44.92,67.52,126.44,132.12,90.39,20.61,12.31,42.46,48.78,38.51,66.83,34.93,17.96
202011,11740,입,12.82,40.95,53.12,75.5,92.86,46.72,9.02,10.6,19.71,29.63,25.99,35.63,24.52,7.03
202011,26110,입,0.77,0.0,0.37,1.51,0.65,0.3,0.08,0.0,0.0,0.0,0.04,0.0,0.3,0.1
202011,30200,입,9.87,21.91,35.36,43.62,33.0,13.29,1.69,10.2,20.12,14.82,15.4,8.9,3.75,3.35
202011,30230,입,3.96,13.04,16.23,31.87,41.01,11.8,1.44,10.39,8.6,3.19,9.04,9.22,3.16,3.07
202011,31110,입,1.26,0.59,1.54,5.03,6.03,2.39,0.24,0.3,1.3,0.32,5.75,1.52,0.57,1.68
202010,45790,입,1.78,1.41,1.09,2.03,2.58,0.9,0.33,0.51,0.17,0.54,0.3,1.39,0.58,0.3
202010,45800,입,0.26,0.9,1.18,1.94,2.66,3.14,0.17,2.57,0.51,0.53,2.97,0.98,0.0,1.74
202010,46110,입,2.12,2.1,4.26,12.45,7.92,1.98,0.69,1.33,3.97,2.31,2.52,2.65,1.1,0.71
202010,48120,입,6.61,15.9,19.02,35.56,33.76,12.89,1.21,6.47,4.16,6.89,5.86,6.7,3.99,1.26
202010,48170,입,1.09,2.56,3.49,10.97,16.26,7.42,0.98,2.94,5.82,2.06,2.52,3.97,2.77,1.92
202010,48220,입,4.95,8.7,3.67,6.11,3.83,1.46,0.14,0.14,0.15,1.48,0.66,1.16,0.84,0.39
202011,26140,입,0.36,0.27,1.84,2.2,2.4,1.81,0.0,0.0,0.3,0.55,0.7,0.5,0.0,0.0
202011,26170,입,0.22,0.55,1.32,2.6,2.67,1.09,0.0,1.19,0.26,0.84,0.33,0.0,0.32,0.08
202011,26200,입,2.91,2.57,1.31,2.98,3.3,1.04,0.36,0.0,0.78,2.09,0.37,0.0,0.38,0.19
202011,41130,입,54.5,109.71,204.9,295.59,365.32,148.77,47.32,62.75,77.49,76.55,99.79,146.41,58.04,30.57
202011,41150,입,15.75,23.11,27.71,46.88,47.78,14.81,4.5,10.84,9.89,11.45,16.26,12.93,8.48,3.48
202010,46130,입,0.43,6.18,5.47,6.09,9.0,3.82,1.04,0.78,2.8,5.67,2.21,3.16,1.96,0.48
202010,46150,입,0.95,3.24,7.3,7.81,9.33,3.47,0.96,1.47,4.5,2.56,1.57,2.56,1.52,1.02
202010,46170,입,1.74,3.86,7.25,6.3,4.59,4.45,0.61,0.89,1.05,1.35,1.08,4.99,1.72,0.32
202010,48240,입,0.32,0.37,2.3,3.17,4.0,1.05,0.04,0.51,1.27,0.91,0.57,0.87,0.16,0.22
202010,48250,입,3.83,4.61,15.98,30.96,21.87,7.29,0.49,2.05,2.39,4.07,4.81,4.52,0.8,0.45
202010,48270,입,0.19,0.97,1.5,3.46,3.64,1.75,0.0,0.15,0.0,0.15,0.55,0.35,0.47,0.12
202011,26230,입,0.54,1.33,5.91,10.88,5.98,4.21,0.27,1.13,1.19,3.06,1.3,1.07,2.24,0.17
202011,26260,입,0.94,1.81,1.77,4.33,7.95,2.4,0.36,2.01,1.04,1.24,1.03,2.13,0.84,0.0
202011,26290,입,0.48,1.06,3.71,8.57,8.79,5.97,0.24,0.54,1.45,0.19,0.84,0.8,1.02,0.0
202011,41270,입,59.26,103.86,148.44,241.99,250.99,63.27,10.41,31.04,56.92,52.12,86.64,70.39,20.95,13.78
202011,41280,입,22.2,41.07,69.02,116.49,123.37,39.77,10.33,22.87,40.41,26.67,44.74,43.66,14.47,10.77
202011,41290,입,0.4,5.3,4.63,17.3,22.49,9.93,6.45,0.91,1.63,2.69,7.63,7.79,3.44,6.4
202010,46230,입,4.49,2.22,5.89,6.81,7.4,1.98,0.13,0.66,1.29,2.1,1.88,2.24,1.31,1.58
202010,46710,입,0.0,0.46,1.28,0.85,2.61,1.46,0.0,0.0,0.33,0.16,0.17,0.86,0.13,0.6
202010,46720,입,0.28,0.2,0.0,1.99,1.68,0.52,0.26,0.0,0.0,0.0,0.1,0.06,0.46,0.0
202010,48310,입,3.48,5.16,3.7,5.44,1.71,1.68,0.08,0.76,0.86,1.39,3.01,2.01,2.01,0.45
202010,48330,입,1.82,5.35,7.9,15.12,22.63,8.32,0.62,1.47,1.13,0.68,3.53,3.56,0.31,1.19
202010,48720,입,0.0,0.19,0.12,0.79,0.46,0.91,0.0,0.12,0.0,0.0,0.0,0.1,0.0,0.0
202011,26320,입,0.82,2.23,2.89,7.44,11.3,5.57,0.23,0.72,0.58,1.78,0.46,2.38,0.37,0.0
202011,26350,입,1.86,0.98,6.55,11.02,13.88,6.56,1.56,2.0,1.54,2.33,3.97,7.07,1.63,0.52
202011,26380,입,0.79,3.5,4.28,16.29,11.45,4.46,0.35,0.49,2.68,0.48,2.13,3.13,1.4,0.37
202011,31140,입,0.13,2.87,4.06,6.54,10.94,3.91,0.23,1.01,0.65,1.01,0.78,2.3,1.66,0.8
202011,31170,입,0.29,1.06,3.71,4.41,5.12,0.95,0.07,0.77,0.27,0.69,0.44,2.51,0.52,0.0
202011,31200,입,2.25,1.32,1.9,5.69,4.78,1.4,0.21,0.63,0.99,1.07,2.52,0.81,0.39,0.33
202010,46730,입,0.0,0.13,0.53,0.68,3.62,0.25,0.13,0.0,0.0,0.17,0.9,0.16,0.39,0.1
202010,46770,입,0.12,0.63,0.37,1.33,2.94,0.9,0.92,0.46,0.23,0.05,0.85,0.29,0.66,0.84
202010,46780,입,0.96,0.0,0.6,0.39,0.36,0.33,0.13,0.08,0.18,0.0,0.0,0.06,1.51,1.6
202010,48730,입,0.28,0.62,2.31,3.1,3.36,2.25,0.0,0.33,0.12,0.34,0.15,0.15,0.98,0.0
202010,48740,입,0.58,0.0,0.46,2.4,1.1,1.02,0.0,0.2,0.12,0.06,0.07,0.22,0.85,1.24
202010,48820,입,0.43,1.33,0.85,1.03,3.79,0.69,0.06,0.22,0.0,0.12,0.74,0.27,0.18,0.0
202010,48840,입,0.0,0.17,0.0,0.3,0.64,0.21,0.17,0.0,0.43,0.11,0.59,0.27,0.17,0.0
202011,26410,입,0.68,1.1,2.16,3.13,7.3,4.55,0.75,1.49,0.12,0.86,1.49,2.45,1.16,0.39
202011,26440,입,0.0,1.4,4.67,4.71,3.88,2.12,0.09,0.37,0.36,1.37,0.27,0.35,0.27,0.15
202011,26470,입,2.96,0.89,2.19,3.14,3.92,3.92,1.26,0.54,1.46,0.7,0.98,1.77,0.71,1.05
202011,41170,입,37.42,56.86,91.68,142.84,194.57,75.55,17.3,22.9,46.65,47.48,58.76,73.0,33.92,14.77
202011,41190,입,36.26,57.78,64.87,107.81,155.77,54.84,13.59,27.04,41.02,32.16,38.25,52.25,26.34,9.38
202011,41210,입,9.23,17.92,46.81,71.71,73.98,30.6,7.98,16.37,17.29,17.59,19.57,24.67,9.99,7.62
202010,46790,입,0.68,0.15,0.69,0.79,1.47,0.3,0.16,0.15,0.07,0.07,0.64,0.06,2.17,0.29
202010,46800,입,0.0,0.0,0.85,0.91,0.12,0.19,0.06,0.5,0.09,0.12,0.43,1.02,0.3,0.47
202010,46810,입,0.32,0.15,0.77,0.49,0.41,0.05,0.13,0.0,0.52,0.33,0.0,0.21,0.5,0.0
202010,46820,입,0.2,0.34,0.85,2.6,2.22,1.91,0.37,0.08,0.36,0.0,0.56,0.51,0.45,1.23
202010,48850,입,0.0,0.23,0.56,2.27,0.9,0.28,0.18,2.01,0.28,0.24,0.0,0.33,0.06,0.0
202010,48860,입,0.19,0.2,0.3,0.25,1.13,0.2,0.0,0.29,0.0,0.0,0.18,0.66,0.79,0.47
202010,48870,입,0.0,0.0,0.75,2.4,0.72,0.46,0.33,0.45,0.0,0.12,0.15,0.66,0.35,0.69
202011,26500,입,0.49,0.53,1.89,3.24,2.38,3.3,0.22,0.4,1.21,0.26,0.6,2.07,0.53,0.0
202011,26530,입,0.64,0.78,9.21,7.94,7.08,2.85,0.05,0.36,1.15,0.92,0.61,1.28,0.4,0.06
202011,26710,입,0.59,0.13,2.87,7.43,5.08,2.09,0.0,0.24,0.14,2.35,1.13,0.0,0.8,0.0
202011,41310,입,4.01,9.73,23.17,33.82,36.31,11.48,4.58,6.34,9.41,5.69,7.8,9.76,4.47,2.02
202011,41360,입,19.83,34.67,69.34,108.92,93.65,39.03,8.74,24.94,21.24,32.2,30.49,32.22,15.71,7.07
202011,41370,입,90.57,136.61,381.33,433.63,299.42,117.97,19.79,78.17,84.33,173.95,195.25,162.34,56.76,17.85
202010,46830,입,0.31,2.94,4.5,2.22,1.36,0.38,0.22,0.18,0.69,2.64,0.37,0.12,0.45,0.53
202010,46840,입,0.8,2.11,0.48,3.05,1.47,0.63,0.26,0.16,1.47,0.82,1.08,0.52,0.33,0.17
202010,46860,입,1.54,0.17,0.24,0.54,0.83,0.17,0.0,0.0,0.0,0.0,0.32,0.91,0.12,0.23
202010,48880,입,0.67,0.64,0.66,1.52,1.99,0.64,0.07,0.36,0.44,0.37,0.22,0.41,0.3,0.08
202010,48890,입,0.17,0.24,0.85,1.21,0.37,0.21,0.09,0.3,0.0,0.1,1.25,0.19,0.16,1.13
202010,50110,입,2.59,7.59,6.47,10.26,9.67,4.93,1.36,8.29,6.42,4.69,3.43,7.23,4.02,2.17
202011,27110,입,0.0,2.67,0.83,0.8,1.61,0.05,0.0,0.12,0.69,0.21,1.07,0.14,0.38,0.13
202011,27140,입,1.67,3.6,6.24,12.96,10.11,8.76,0.5,2.5,2.01,2.88,2.65,2.49,1.56,0.19
202011,27170,입,1.67,0.75,3.31,9.22,6.08,3.91,0.68,1.34,1.36,0.97,1.37,1.67,1.43,0.52
202011,31710,입,1.98,2.3,2.45,9.28,13.38,4.52,0.81,0.8,1.61,1.58,1.71,1.18,0.42,0.8
202011,36110,입,14.18,14.06,41.11,49.57,32.9,16.95,1.91,8.85,7.65,19.3,17.28,15.04,6.29,1.48
202011,41110,입,158.08,288.32,450.69,613.57,682.03,250.88,59.49,138.28,199.34,228.07,265.42,270.09,110.8,45.25
202010,46870,입,0.0,1.84,0.58,1.77,1.89,1.03,0.83,0.21,1.37,0.07,0.46,0.37,1.07,0.2
202010,46880,입,0.15,1.25,0.16,1.76,1.45,0.58,0.14,0.57,0.05,0.21,0.47,0.88,0.37,0.44
202010,46890,입,0.0,0.0,0.95,0.69,0.38,0.2,0.05,0.45,1.39,0.07,0.28,0.25,0.05,0.73
202010,50130,입,3.32,2.88,3.48,4.43,4.38,3.08,0.49,1.02,1.01,0.93,1.91,4.11,4.87,3.64
202011,11110,입,2.74,6.71,7.83,14.36,17.02,12.17,3.07,7.59,8.61,6.64,8.04,11.02,7.22,5.03
202011,11140,입,0.3,8.29,8.25,21.11,16.05,9.52,1.81,3.18,12.0,5.75,5.93,8.32,5.5,3.44
202011,27200,입,0.75,1.06,1.75,3.71,3.08,1.49,0.22,0.46,0.11,1.15,1.92,1.0,0.65,1.69
202011,27230,입,4.74,7.29,6.34,23.79,21.07,6.12,1.03,2.6,3.49,2.45,3.78,4.46,2.43,0.92
202011,27260,입,3.68,3.12,4.38,10.01,10.83,2.49,2.2,2.71,2.03,1.18,3.82,3.16,1.12,1.23
202010,44130,입,313.55,430.13,809.18,984.71,762.55,273.82,83.92,259.75,285.74,478.44,412.32,381.12,163.91,112.47
202010,44150,입,3.16,12.23,7.0,16.71,19.66,7.64,4.56,1.42,5.04,2.83,4.94,7.66,2.88,2.61
202010,44180,입,1.66,4.41,4.43,9.81,12.72,2.34,0.87,1.59,4.2,3.34,3.34,2.35,1.08,0.5
202010,46900,입,0.0,0.6,0.14,0.17,1.15,0.29,0.21,0.0,0.0,0.06,0.46,1.45,0.04,0.0
202010,46910,입,0.0,0.19,0.28,0.95,1.68,0.06,0.0,0.0,0.17,0.33,0.23,0.0,0.24,0.16
202010,47110,입,5.95,8.0,6.9,13.86,12.92,8.58,0.89,2.6,2.8,6.64,5.69,3.42,2.18,1.77
202011,11170,입,13.52,13.86,23.39,34.86,38.13,14.35,5.91,16.26,10.82,12.62,15.12,20.2,8.86,5.76
202011,11200,입,10.32,25.18,32.76,49.57,49.65,26.49,5.32,2.35,17.57,18.8,17.71,22.99,13.88,3.76
202011,11215,입,12.51,39.88,45.67,59.77,58.08,28.96,10.33,17.33,23.45,22.72,24.79,26.51,14.93,4.14
202011,27290,입,3.61,5.38,13.95,19.34,22.63,6.73,0.28,3.27,5.03,3.94,4.24,5.86,2.48,0.53
202011,27710,입,0.35,1.95,7.94,6.89,10.2,4.61,0.15,1.22,1.98,1.01,1.83,2.63,0.87,1.26
202011,28110,입,3.75,4.77,14.38,14.12,16.2,7.24,1.38,5.75,6.42,4.88,5.56,5.74,2.62,0.74
202010,44200,입,53.22,101.94,207.54,190.74,127.82,47.0,15.15,68.48,82.93,104.87,71.03,52.41,21.9,16.17
202010,44210,입,15.51,15.29,20.49,20.41,19.27,5.95,0.74,4.74,11.43,11.97,11.92,8.8,4.02,2.78
202010,44230,입,2.79,7.86,8.13,9.56,22.67,4.94,0.77,1.4,7.84,13.98,2.5,5.4,2.59,2.37
202010,47130,입,0.17,6.82,4.4,7.83,11.46,3.55,1.48,0.74,3.8,1.25,1.5,2.82,1.79,0.67
202010,47150,입,2.78,1.35,7.35,11.09,16.27,3.16,0.41,1.07,0.5,1.7,2.61,3.41,1.21,1.23
202010,47170,입,2.48,1.55,2.65,4.45,8.49,4.0,0.56,0.14,4.16,1.59,1.14,1.68,1.62,0.71
202011,11230,입,8.87,21.55,31.4,43.03,43.33,24.31,10.68,6.56,14.55,11.69,10.17,25.68,12.93,4.82
202011,11260,입,7.67,19.7,42.47,51.63,62.85,23.27,5.73,16.64,18.51,17.22,16.1,23.69,10.3,4.84
202011,28140,입,1.27,1.74,8.36,7.77,5.75,3.77,0.61,0.65,1.97,0.77,2.52,3.11,1.4,0.16
202011,28177,입,8.65,23.59,39.33,53.85,58.27,19.72,5.32,9.2,11.51,14.47,13.42,14.72,15.72,7.36
202011,28185,입,8.69,15.46,32.91,45.43,60.0,17.53,2.82,15.52,12.4,10.41,18.39,20.77,6.53,5.28
202010,44250,입,2.51,1.82,2.59,6.5,5.36,2.32,0.15,1.15,0.25,3.25,2.14,1.07,0.78,0.26
202010,44270,입,11.65,27.29,42.66,40.98,34.76,16.85,2.95,13.01,21.44,24.44,9.61,11.99,4.46,5.26
202010,44710,입,0.0,1.73,1.97,6.25,6.31,1.26,0.84,1.63,6.27,0.74,4.48,2.54,3.54,4.12
202010,47190,입,3.96,11.73,18.24,31.69,25.48,5.55,0.44,4.25,7.98,5.81,7.78,4.9,1.75,2.96
202010,47210,입,1.81,2.93,3.01,4.85,8.39,1.83,0.52,1.43,0.93,2.67,1.92,1.52,1.32,0.0
202010,47230,입,0.14,0.69,1.19,2.97,3.82,2.2,0.1,0.0,1.13,0.21,1.36,0.6,0.81,0.79
202011,11290,입,11.34,25.55,27.05,49.87,49.65,24.39,5.66,13.32,21.82,14.19,15.82,19.41,15.69,10.92
202011,11305,입,13.05,14.04,23.18,37.89,35.92,17.63,9.23,5.03,11.39,7.77,11.56,11.35,10.56,4.27
202011,11320,입,10.99,14.73,21.27,35.82,34.73,16.33,4.39,12.64,13.17,7.84,11.72,15.78,8.96,4.22
202011,28200,입,15.99,38.68,50.41,93.38,85.73,33.91,6.12,19.44,19.68,20.48,27.22,28.17,12.47,5.46
202011,28237,입,10.98,33.45,43.78,74.03,87.98,27.98,4.27,16.38,28.37,20.47,15.4,37.23,12.65,7.23
202010,44760,입,1.56,2.83,4.22,4.3,5.31,2.66,0.1,0.21,1.71,2.12,1.9,4.1,1.0,2.5
202010,44770,입,0.45,0.77,0.51,2.71,6.15,3.18,0.0,0.45,1.23,0.03,1.32,3.91,0.87,0.4
202010,44790,입,0.84,2.43,1.71,1.44,1.97,1.6,0.14,0.0,4.85,0.54,0.7,1.29,0.43,1.37
202011,47290,입,5.22,3.27,5.62,15.15,11.5,2.83,0.99,4.62,3.13,1.72,3.33,2.68,1.09,0.74
202011,47720,입,0.0,0.63,0.27,0.46,1.75,0.62,0.0,0.0,0.15,0.0,0.76,1.14,0.35,0.76
202011,47730,입,0.0,0.15,1.31,1.82,0.97,0.34,0.23,0.0,0.0,0.0,0.68,0.24,2.23,0.0
202011,47750,입,0.0,0.18,0.19,0.65,0.33,0.38,0.0,0.0,0.0,0.0,0.08,0.39,0.15,0.0
202012,11500,입,9.15,33.63,42.53,35.82,45.51,21.7,5.04,7.59,23.56,18.22,12.09,18.2,9.67,3.66
202012,11530,입,9.7,16.29,47.54,51.78,60.93,32.5,5.05,7.81,19.23,19.07,15.25,24.46,14.46,2.54
202012,11545,입,6.59,21.3,26.34,42.12,41.23,29.9,3.46,4.23,13.0,9.95,15.52,11.92,6.86,3.78
202011,41610,입,23.24,36.36,115.91,158.1,126.56,53.57,12.42,23.18,20.22,39.92,37.1,52.52,19.11,9.81
202011,41630,입,4.62,9.4,14.05,29.14,29.67,9.51,1.59,4.85,4.66,6.13,6.46,6.4,2.79,2.13
202011,41650,입,2.19,9.45,13.36,31.82,22.5,8.9,0.96,2.38,5.8,6.09,6.5,7.32,2.03,5.69
202011,44790,입,0.42,0.26,1.5,1.62,4.3,1.27,0.51,0.0,2.13,1.84,0.37,1.72,0.5,0.88
202011,44800,입,3.99,3.05,6.88,14.37,13.59,3.76,1.13,4.0,6.12,3.96,3.02,3.79,3.23,0.67
202011,44810,입,2.15,6.22,11.23,14.55,20.98,6.96,2.39,1.93,1.37,3.24,4.26,6.11,1.53,3.13
202011,47760,입,0.0,0.0,0.45,0.14,0.88,0.05,0.1,0.0,0.14,0.21,0.13,0.47,0.07,0.91
202011,47770,입,0.2,0.22,0.39,2.0,1.0,0.57,0.38,2.52,0.0,0.0,1.43,0.25,0.39,0.43
202011,47820,입,0.0,0.0,0.09,0.76,2.02,0.47,0.0,0.18,0.0,0.0,0.52,0.25,0.14,0.0
202012,11560,입,2.72,22.37,29.08,45.36,50.36,23.92,6.75,9.51,20.51,14.48,15.66,17.85,8.67,2.79
202012,11590,입,5.22,40.69,28.91,41.2,47.03,19.58,4.02,6.57,28.57,18.85,17.52,28.96,11.5,4.68
202011,41670,입,19.4,19.53,41.3,63.03,49.96,28.11,5.5,20.31,16.59,13.09,19.66,24.08,8.51,10.09
202011,41800,입,0.22,3.75,2.58,4.76,4.73,1.52,0.26,0.0,1.1,1.22,0.35,1.03,0.45,0.46
202011,41820,입,5.45,3.69,5.43,5.42,4.76,1.94,0.67,1.87,0.31,1.41,2.11,1.9,0.8,0.64
202011,44825,입,3.8,1.6,5.81,3.83,9.45,1.71,1.61,0.56,1.49,1.48,1.28,3.8,1.77,0.45
202011,45110,입,9.71,11.0,19.15,31.46,34.77,10.79,2.16,7.7,12.31,11.31,11.33,10.81,7.99,3.17
202011,45130,입,4.23,6.46,13.36,24.27,27.94,6.56,0.84,3.93,1.72,4.92,9.31,2.75,3.38,1.64
202011,47830,입,0.08,0.31,0.14,0.4,0.56,0.1,0.07,0.0,0.0,0.0,0.08,0.28,0.56,0.0
202011,47840,입,0.0,0.36,0.29,0.81,5.29,0.88,0.0,0.0,0.27,0.0,0.11,0.89,0.21,0.0
202011,47850,입,5.57,2.98,7.23,13.34,7.88,1.92,0.32,0.23,5.58,1.38,1.89,1.49,0.77,0.49
202012,11620,입,5.37,60.57,51.59,44.88,62.85,28.81,4.42,6.6,36.22,25.04,17.95,20.35,11.54,4.81
202012,11650,입,19.46,21.33,46.85,62.18,65.28,51.49,15.35,18.1,16.14,29.87,23.38,32.83,17.15,4.68
202012,11680,입,14.38,26.97,49.79,66.64,75.89,45.41,13.65,10.21,29.99,40.29,27.55,34.53,24.18,7.68
202011,41830,입,1.43,3.33,12.13,11.71,16.21,7.91,2.94,2.71,6.35,8.09,7.78,8.74,3.73,1.17
202011,42110,입,4.6,7.33,6.79,10.81,10.04,4.27,0.64,1.88,5.95,2.43,5.26,3.35,1.75,2.03
202011,42130,입,4.6,18.55,37.6,53.03,55.43,15.77,3.91,6.71,10.62,9.0,13.6,14.28,7.7,4.15
202011,45140,입,6.19,13.07,12.46,23.72,23.43,12.37,2.02,2.59,6.19,4.58,4.73,6.15,2.29,5.39
202011,45180,입,1.08,1.08,3.57,7.31,9.67,2.28,0.28,0.1,0.6,0.83,1.47,1.72,1.15,0.22
202011,45190,입,0.43,1.2,4.08,5.15,3.58,1.74,0.0,1.53,0.16,0.08,0.78,1.05,0.71,0.39
202011,47900,입,0.0,0.87,1.38,1.03,1.96,1.58,0.14,0.23,1.48,1.6,0.96,0.28,0.7,0.09
202011,47920,입,0.0,0.09,1.39,0.92,1.51,1.45,0.56,0.0,0.26,0.12,0.27,1.89,0.71,1.15
202011,47930,입,0.0,0.68,0.35,1.41,0.54,0.56,0.13,0.0,0.0,0.33,0.97,0.17,0.17,0.31
202011,47940,입,0.0,0.0,0.13,0.34,0.0,0.0,0.0,0.0,0.93,0.0,0.2,0.0,0.0,0.0
202012,11710,입,17.02,35.02,55.7,86.57,80.25,60.36,11.94,9.11,31.58,38.98,23.68,38.77,20.01,10.59
202012,11740,입,8.24,31.15,41.84,53.35,75.42,30.56,5.21,7.58,15.5,29.51,14.78,25.46,15.8,4.3
202012,26110,입,0.0,1.4,0.15,1.01,1.29,0.53,0.0,0.26,0.1,0.0,0.05,0.0,0.0,0.06
202011,42150,입,5.37,5.45,7.45,10.74,10.24,4.72,0.29,1.25,5.22,1.34,2.1,4.03,2.68,0.59
202011,42170,입,1.73,2.14,1.66,1.71,5.42,0.25,0.12,0.37,2.8,4.84,2.98,1.88,0.0,0.32
202011,45210,입,1.65,2.24,5.01,4.49,6.06,3.14,1.03,3.34,0.0,8.9,1.21,3.47,1.67,2.03
202011,45710,입,2.2,7.31,2.75,5.98,11.08,3.07,0.96,0.38,0.87,1.36,0.55,1.15,1.96,0.7
202011,45720,입,0.0,0.1,0.0,0.47,0.27,1.53,0.07,0.0,0.0,0.08,0.0,0.25,0.15,0.0
202011,48120,입,5.07,16.42,20.49,32.84,30.21,11.89,1.74,6.19,1.15,4.12,7.5,6.12,3.24,2.48
202011,48170,입,2.52,5.47,4.35,12.34,14.93,7.6,0.53,1.47,1.66,2.01,2.61,3.59,0.9,2.18
202011,48220,입,0.43,1.41,4.58,6.86,5.3,2.17,0.41,0.46,0.35,0.86,1.02,1.83,0.48,0.0
202012,26320,입,0.13,2.78,1.58,8.21,11.38,4.71,0.0,0.32,2.54,0.81,0.48,2.19,0.66,0.0
202012,26350,입,1.86,1.94,2.19,7.85,12.95,4.93,2.91,1.94,1.96,1.8,1.16,3.0,1.06,0.46
202012,26380,입,0.64,2.55,4.82,18.33,14.26,3.87,0.35,0.6,0.34,1.48,1.73,2.09,0.43,0.45
202011,42190,입,1.01,0.3,1.06,2.88,2.25,0.35,0.25,1.21,0.62,3.43,0.36,0.57,1.45,0.29
202011,42210,입,1.67,0.19,0.9,1.97,1.29,1.17,0.05,0.2,0.0,0.68,2.36,3.02,0.85,0.52
202011,42230,입,6.87,1.3,2.21,4.84,3.41,1.16,0.28,0.6,0.18,0.72,0.49,2.0,0.31,0.26
202011,45730,입,0.0,0.08,1.89,0.39,1.53,0.14,0.14,0.27,0.48,0.39,0.05,1.12,0.61,0.46
202011,45740,입,0.0,0.09,0.1,0.33,1.77,0.46,0.0,0.0,0.0,0.0,0.28,0.0,0.4,1.5
202011,45750,입,0.55,0.9,2.72,2.48,0.51,0.51,0.0,0.0,0.34,0.11,0.08,0.32,0.52,0.11
202011,48240,입,0.29,0.77,1.16,2.86,3.42,0.7,0.1,0.18,0.48,0.52,0.26,1.15,0.78,0.11
202011,48250,입,1.95,7.8,15.04,26.61,24.34,6.46,0.21,1.95,3.15,1.87,5.23,3.81,1.39,1.25
202011,48270,입,0.63,1.88,1.37,3.51,1.89,1.64,0.06,0.0,0.38,0.04,0.22,0.63,0.79,0.0
202012,27710,입,0.34,2.78,5.25,8.6,12.18,3.93,0.11,0.2,2.31,0.81,0.47,1.58,0.4,0.36
202012,28110,입,2.92,2.51,13.36,11.76,14.58,8.08,0.91,6.15,3.32,2.68,2.55,3.29,1.9,0.28
202011,42720,입,0.66,4.21,5.5,2.84,9.11,3.0,0.58,3.01,0.82,1.66,2.71,3.32,0.22,0.0
